single_file,accelerometer_x,139506775,-1.1179581
single_file,accelerometer_y,139506775,5.7172766
single_file,accelerometer_z,139506775,7.8747396
single_file,accelerometer_x,140090188,-0.8531785
single_file,accelerometer_y,140090188,5.550564
single_file,accelerometer_z,140090188,7.6491866
single_file,gyroscope_x,140248037,-0.08203054
single_file,gyroscope_y,140248037,-0.20594902
single_file,gyroscope_z,140248037,0.02094397
single_file,magnetic_field_x,140423169,-15.1
single_file,magnetic_field_y,140423169,-47.2
single_file,magnetic_field_z,140423169,-11.5
single_file,accelerometer_x,140586642,-1.0983448
single_file,accelerometer_y,140586642,5.442691
single_file,accelerometer_z,140586642,7.482474
single_file,magnetic_field_x,140732424,-10.900001
single_file,magnetic_field_y,140732424,-42.4
single_file,magnetic_field_z,140732424,-13.900001
single_file,gyroscope_x,140866029,-0.057595916
single_file,gyroscope_y,140866029,-0.12740915
single_file,gyroscope_z,140866029,0.010471985
single_file,accelerometer_x,141058181,-1.2356379
single_file,accelerometer_y,141058181,5.521144
single_file,accelerometer_z,141058181,7.139241
single_file,magnetic_field_x,141233121,-7.0
single_file,magnetic_field_y,141233121,-37.9
single_file,magnetic_field_z,141233121,-16.4
single_file,gyroscope_x,141392448,-0.061086576
single_file,gyroscope_y,141392448,-0.061086576
single_file,gyroscope_z,141392448,0.015707977
single_file,accelerometer_x,141546138,-0.84337187
single_file,accelerometer_y,141546138,5.3544307
single_file,accelerometer_z,141546138,6.9333014
single_file,magnetic_field_x,141690753,-2.9
single_file,magnetic_field_y,141690753,-33.100002
single_file,magnetic_field_z,141690753,-18.800001
single_file,gyroscope_x,141832123,-0.012217315
single_file,gyroscope_y,141832123,-0.20071304
single_file,gyroscope_z,141832123,-0.04188794
single_file,accelerometer_x,142049731,-1.4317709
single_file,accelerometer_y,142049731,5.374044
single_file,accelerometer_z,142049731,7.276534
single_file,magnetic_field_x,142214551,1.0
single_file,magnetic_field_y,142214551,-28.7
single_file,magnetic_field_z,142214551,-21.7
single_file,gyroscope_x,142344647,0.0052359924
single_file,gyroscope_y,142344647,-0.17453307
single_file,gyroscope_z,142344647,-0.09424786
single_file,accelerometer_x,142495789,-1.6671305
single_file,accelerometer_y,142495789,5.79573
single_file,accelerometer_z,142495789,6.776395
single_file,magnetic_field_x,142630236,5.4
single_file,magnetic_field_y,142630236,-24.4
single_file,magnetic_field_z,142630236,-24.4
single_file,gyroscope_x,142760777,-0.019198637
single_file,gyroscope_y,142760777,-0.09250253
single_file,gyroscope_z,142760777,-0.052359924
single_file,accelerometer_x,142939707,-1.8240368
single_file,accelerometer_y,142939707,5.982056
single_file,accelerometer_z,142939707,6.7371683
single_file,magnetic_field_x,143118625,9.400001
single_file,magnetic_field_y,143118625,-19.6
single_file,magnetic_field_z,143118625,-26.7
single_file,gyroscope_x,143400741,-0.029670622
single_file,gyroscope_y,143400741,-0.033161283
single_file,gyroscope_z,143400741,0.017453307
single_file,accelerometer_x,143722484,-1.5004175
single_file,accelerometer_y,143722484,5.9232163
single_file,accelerometer_z,143722484,7.2373075
single_file,magnetic_field_x,143882255,13.2
single_file,magnetic_field_y,143882255,-15.0
single_file,magnetic_field_z,143882255,-29.1
single_file,gyroscope_x,144040164,-0.04712393
single_file,gyroscope_y,144040164,0.0226893
single_file,gyroscope_z,144040164,0.043633267
single_file,accelerometer_x,154018337,-1.2748644
single_file,accelerometer_y,154018337,5.7565036
single_file,accelerometer_z,154018337,7.384407
single_file,magnetic_field_x,154306438,13.3
single_file,magnetic_field_y,154306438,-14.5
single_file,magnetic_field_z,154306438,-29.300001
single_file,gyroscope_x,154451474,-0.038397275
single_file,gyroscope_y,154451474,0.026179962
single_file,gyroscope_z,154451474,0.031415954
single_file,accelerometer_x,167946810,-1.2258313
single_file,accelerometer_y,167946810,5.7172766
single_file,accelerometer_z,167946810,7.198081
single_file,magnetic_field_x,168492795,13.3
single_file,magnetic_field_y,168492795,-14.3
single_file,magnetic_field_z,168492795,-29.300001
single_file,gyroscope_x,169082988,-0.040142607
single_file,gyroscope_y,169082988,0.019198637
single_file,gyroscope_z,169082988,0.0
single_file,accelerometer_x,169322110,-1.176798
single_file,accelerometer_y,169322110,5.67805
single_file,accelerometer_z,169322110,7.0607877
single_file,magnetic_field_x,169521173,13.0
single_file,magnetic_field_y,169521173,-13.8
single_file,magnetic_field_z,169521173,-29.5
single_file,gyroscope_x,169715259,-0.057595916
single_file,gyroscope_y,169715259,0.010471985
single_file,gyroscope_z,169715259,-0.02094397
single_file,accelerometer_x,189172843,-1.3140911
single_file,accelerometer_y,189172843,5.629017
